Cloudiness,Weather_type,latitude,longitude,City_id,Visibility,CountryID,Country,Sunrise_Time,Sunset_Time,Temperature,humidity,pressure,Min_temp,Max_temp,Wind_Speeed,Data_cal_Time,cod
0,Smoke,19.05,72.93,200043305,4000,7761,IN,24-03-2018 06:39,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
20,Clouds,13.13,77.4,200056841,8000,7821,IN,24-03-2018 06:21,24-03-2018 18:31,301.98,51,1016,301.15,303.15,3.1,24-03-2018 11:00,200
0,Haze,28.61,77.2,200011907,2200,7809,IN,24-03-2018 06:20,24-03-2018 18:34,300.15,44,1015,300.15,300.15,5.1,24-03-2018 11:00,200
20,Clouds,12.98,77.59,200055794,8000,7821,IN,24-03-2018 06:21,24-03-2018 18:30,301.94,51,1016,301.15,303.15,3.1,24-03-2018 11:00,200
20,Clouds,13.05,77.64,200055807,8000,7821,IN,24-03-2018 06:21,24-03-2018 18:30,301.98,51,1016,301.15,303.15,3.1,24-03-2018 11:00,200
0,Smoke,18.69,72.96,200041105,4000,7761,IN,24-03-2018 06:39,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
0,Smoke,18.94,72.96,200041189,4000,7761,IN,24-03-2018 06:38,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
0,Smoke,19.05,72.93,200043168,4000,7761,IN,24-03-2018 06:39,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
0,Smoke,19.26,72.86,200043783,6000,7770,IN,24-03-2018 06:39,24-03-2018 18:50,304.65,52,1012,304.15,305.15,7.2,24-03-2018 11:00,200
0,Smoke,19.19,72.86,200043481,6000,7770,IN,24-03-2018 06:39,24-03-2018 18:50,304.65,52,1012,304.15,305.15,7.2,24-03-2018 11:00,200
0,Smoke,19.05,72.93,200043094,4000,7761,IN,24-03-2018 06:39,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
0,Smoke,18.69,72.96,200041219,4000,7761,IN,24-03-2018 06:39,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
0,Smoke,19.05,72.93,200043143,4000,7761,IN,24-03-2018 06:39,24-03-2018 18:50,304.64,33,1013,304.15,305.15,2.1,24-03-2018 11:00,200
0,Smoke,19.26,72.86,200043506,6000,7770,IN,24-03-2018 06:39,24-03-2018 18:50,304.65,52,1012,304.15,305.15,7.2,24-03-2018 11:00,200
40,Clouds,-37.81,144.96,170013399,10000,8201,AU,24-03-2018 01:56,24-03-2018 13:55,297.13,64,1009,295.15,299.15,8.2,24-03-2018 11:00,200
0,Clear,-31.95,115.86,170014590,10000,8221,AU,24-03-2018 03:52,24-03-2018 15:52,299.15,36,1015,298.15,300.15,3.6,24-03-2018 11:00,200
40,Clouds,-27.47,153.02,170005603,10000,8164,AU,24-03-2018 01:23,24-03-2018 13:24,299.68,61,1016,299.15,300.15,5.1,24-03-2018 11:00,200
0,Clear,-34.93,138.6,170009462,10000,8204,AU,24-03-2018 02:21,24-03-2018 14:21,303.15,37,1006,303.15,303.15,5.7,24-03-2018 11:00,200
75,Rain,-42.88,147.33,170012670,10000,8195,AU,24-03-2018 01:47,24-03-2018 13:45,291.15,82,1006,291.15,291.15,2.1,24-03-2018 11:00,200
75,Clouds,-35.3,149.1,170000678,10000,8226,AU,24-03-2018 01:39,24-03-2018 13:39,299.15,44,1014,299.15,299.15,4.6,24-03-2018 11:30,200
75,Clouds,-35.35,149.23,170002596,10000,8226,AU,24-03-2018 01:39,24-03-2018 13:38,299.15,44,1014,299.15,299.15,4.6,24-03-2018 11:30,200
75,Clouds,-35.42,149.23,170001736,10000,8226,AU,24-03-2018 01:39,24-03-2018 13:38,299.15,44,1014,299.15,299.15,4.6,24-03-2018 11:30,200
75,Clouds,-33.84,151.21,170000534,10000,8232,AU,24-03-2018 01:31,24-03-2018 13:31,296.21,83,1015,294.15,298.15,6.2,24-03-2018 11:30,200
75,Clouds,-33.76,150.9,170000631,10000,8232,AU,24-03-2018 01:32,24-03-2018 13:32,296.44,83,1015,294.15,298.15,6.2,24-03-2018 11:30,200
75,Clouds,-33.92,150.93,170000801,10000,8232,AU,24-03-2018 01:32,24-03-2018 13:32,296.31,83,1015,294.15,298.15,6.2,24-03-2018 11:30,200
8,Fog,-43.53,172.64,900001403,1000,8278,NZ,2018-03-24 00:06:48,2018-03-24 12:03:43,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.62,172.65,900001406,1000,8278,NZ,2018-03-24 00:06:46,2018-03-24 12:03:40,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.53,172.64,900001403,1000,8278,NZ,2018-03-24 00:06:48,2018-03-24 12:03:43,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.8,172.97,900001404,1000,8278,NZ,2018-03-24 00:05:30,2018-03-24 12:02:21,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.53,172.64,900001414,1000,8278,NZ,2018-03-24 00:06:48,2018-03-24 12:03:43,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
88,Fog,-43.41,172.62,900001270,1000,8278,NZ,2018-03-24 00:06:52,2018-03-24 12:03:49,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.53,172.64,900001415,1000,8278,NZ,2018-03-24 00:06:48,2018-03-24 12:03:43,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.8,172.97,900000664,1000,8278,NZ,2018-03-24 00:05:30,2018-03-24 12:02:21,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
